id	dirTag	epoch	heading	lastTime	lat	local	lon	predictable	D#routeTag	secondsPastMidnight	secsSinceReport	speedKmHr	time	utc	vehicleId
6636	1_1_var0	1331096410	217	1331096399212	42.3726502	3/7/2012 12:00:10 AM	-71.1161031	true	1	10	17	0	1331096399212	3/7/2012 5:00:10 AM	2249
6637	1_0_var0	1331096425	314	1331096429282	42.3598172	3/7/2012 12:00:25 AM	-71.09427	true	1	25	2	0	1331096429282	3/7/2012 5:00:25 AM	2277
6638	1_0_var0	1331096425	217	1331096429282	42.3329493	3/7/2012 12:00:25 AM	-71.0742508	true	1	25	2	0	1331096429282	3/7/2012 5:00:25 AM	2210
6639	1_1_var0	1331096440	155	1331096444308	42.3587881	3/7/2012 12:00:40 AM	-71.0934907	true	1	40	2	0	1331096444308	3/7/2012 5:00:40 AM	2201
6640	1_1_var0	1331096440	221	1331096444308	42.3330079	3/7/2012 12:00:40 AM	-71.0742399	true	1	40	2	0	1331096444308	3/7/2012 5:00:40 AM	2256
6641	1_1_var0	1331096455	217	1331096459356	42.372648	3/7/2012 12:00:55 AM	-71.1162234	true	1	55	1	0	1331096459356	3/7/2012 5:00:55 AM	2249
6642	1_1_var0	1331096470	160	1331096474376	42.3580175	3/7/2012 12:01:10 AM	-71.0930656	true	1	70	1	0	1331096474376	3/7/2012 5:01:10 AM	2201
6643	1_0_var0	1331096485	308	1331096489415	42.3609923	3/7/2012 12:01:25 AM	-71.0961137	true	1	85	1	0	1331096489415	3/7/2012 5:01:25 AM	2277
6644	1_0_var0	1331096485	217	1331096489415	42.3338046	3/7/2012 12:01:25 AM	-71.0735705	true	1	85	1	0	1331096489415	3/7/2012 5:01:25 AM	2210
6645	1_1_var0	1331096485	275	1331096489415	42.3320969	3/7/2012 12:01:25 AM	-71.0792395	true	1	85	1	0	1331096489415	3/7/2012 5:01:25 AM	2256
6643	1_0_var0	1331096500	308	1331096489415	42.3609923	3/7/2012 12:01:40 AM	-71.0961137	true	1	100	1	0	1331096489415	3/7/2012 5:01:40 AM	2277
6644	1_0_var0	1331096500	217	1331096489415	42.3338046	3/7/2012 12:01:40 AM	-71.0735705	true	1	100	1	0	1331096489415	3/7/2012 5:01:40 AM	2210
6645	1_1_var0	1331096500	275	1331096489415	42.3320969	3/7/2012 12:01:40 AM	-71.0792395	true	1	100	1	0	1331096489415	3/7/2012 5:01:40 AM	2256
6646	1_1_var0	1331096515	217	1331096519488	42.3731109	3/7/2012 12:01:55 AM	-71.1176907	true	1	115	2	0	1331096519488	3/7/2012 5:01:55 AM	2249
6647	1_1_var0	1331096530	160	1331096534502	42.3568217	3/7/2012 12:02:10 AM	-71.0924966	true	1	130	1	0	1331096534502	3/7/2012 5:02:10 AM	2201
6648	1_0_var0	1331096545	311	1331096549559	42.3629472	3/7/2012 12:02:25 AM	-71.0994048	true	1	145	1	0	1331096549559	3/7/2012 5:02:25 AM	2277
6649	1_1_var0	1331096545	185	1331096549559	42.3326441	3/7/2012 12:02:25 AM	-71.0812524	true	1	145	1	0	1331096549559	3/7/2012 5:02:25 AM	2256
6650		1331096560	-4	1331096564577	42.3362944	3/7/2012 12:02:40 AM	-71.0767407	false	43	160	1	0	1331096564577	3/7/2012 5:02:40 AM	2210
6650		1331096575	-4	1331096564577	42.3362944	3/7/2012 12:02:55 AM	-71.0767407	false	43	175	1	0	1331096564577	3/7/2012 5:02:55 AM	2210
6651	1_1_var0	1331096590	161	1331096594646	42.3511469	3/7/2012 12:03:10 AM	-71.0896504	true	1	190	1	0	1331096594646	3/7/2012 5:03:10 AM	2201
6652	1_1_var0	1331096590	217	1331096594646	42.3731109	3/7/2012 12:03:10 AM	-71.1176907	true	1	190	16	0	1331096594646	3/7/2012 5:03:10 AM	2249
6653	1_1_var0	1331096590	237	1331096594646	42.3303362	3/7/2012 12:03:10 AM	-71.0839848	true	1	190	1	0	1331096594646	3/7/2012 5:03:10 AM	2256
6654	1_0_var0	1331096605	307	1331096609685	42.3638353	3/7/2012 12:03:25 AM	-71.1009581	true	1	205	1	0	1331096609685	3/7/2012 5:03:25 AM	2277
6655	1_0_var0	1331096605	320	1331096609685	42.3371572	3/7/2012 12:03:25 AM	-71.0777737	true	1	205	1	0	1331096609685	3/7/2012 5:03:25 AM	2210
6654	1_0_var0	1331096620	307	1331096609685	42.3638353	3/7/2012 12:03:40 AM	-71.1009581	true	1	220	1	0	1331096609685	3/7/2012 5:03:40 AM	2277
6655	1_0_var0	1331096620	320	1331096609685	42.3371572	3/7/2012 12:03:40 AM	-71.0777737	true	1	220	1	0	1331096609685	3/7/2012 5:03:40 AM	2210
6656	1_1_var0	1331096635	217	1331096639748	42.3733097	3/7/2012 12:03:55 AM	-71.1184436	true	1	235	1	0	1331096639748	3/7/2012 5:03:55 AM	2249
6657	1_1_var0	1331096650	119	1331096654765	42.3478986	3/7/2012 12:04:10 AM	-71.0880832	true	1	250	1	0	1331096654765	3/7/2012 5:04:10 AM	2201
6658	1_0_var0	1331096650	217	1331096654765	42.3297976	3/7/2012 12:04:10 AM	-71.0836954	true	1	250	1	0	1331096654765	3/7/2012 5:04:10 AM	2256
6659	1_0_var0	1331096665	309	1331096669808	42.3653095	3/7/2012 12:04:25 AM	-71.1034081	true	1	265	1	0	1331096669808	3/7/2012 5:04:25 AM	2277
6660	1_0_var0	1331096665	318	1331096669808	42.3403611	3/7/2012 12:04:25 AM	-71.0813587	true	1	265	1	0	1331096669808	3/7/2012 5:04:25 AM	2210
6659	1_0_var0	1331096680	309	1331096669808	42.3653095	3/7/2012 12:04:40 AM	-71.1034081	true	1	280	1	0	1331096669808	3/7/2012 5:04:40 AM	2277
6660	1_0_var0	1331096680	318	1331096669808	42.3403611	3/7/2012 12:04:40 AM	-71.0813587	true	1	280	1	0	1331096669808	3/7/2012 5:04:40 AM	2210
6661	1_1_var0	1331096695	109	1331096699877	42.3755201	3/7/2012 12:04:55 AM	-71.1156905	true	1	295	1	0	1331096699877	3/7/2012 5:04:55 AM	2249
6661	1_1_var0	1331096710	109	1331096699877	42.3755201	3/7/2012 12:05:10 AM	-71.1156905	true	1	310	1	0	1331096699877	3/7/2012 5:05:10 AM	2249
6662	1_0_var0	1331096725	307	1331096729943	42.3657564	3/7/2012 12:05:25 AM	-71.1042727	true	1	325	1	0	1331096729943	3/7/2012 5:05:25 AM	2277
6663	1_1_var0	1331096725	165	1331096729943	42.3462957	3/7/2012 12:05:25 AM	-71.0872475	true	1	325	16	0	1331096729943	3/7/2012 5:05:25 AM	2201
6664	1_0_var0	1331096725	327	1331096729943	42.3420517	3/7/2012 12:05:25 AM	-71.0839269	true	1	325	1	0	1331096729943	3/7/2012 5:05:25 AM	2210
6665	1_0_var0	1331096725	217	1331096729943	42.3297976	3/7/2012 12:05:25 AM	-71.0836954	true	1	325	16	0	1331096729943	3/7/2012 5:05:25 AM	2256
6662	1_0_var0	1331096740	307	1331096729943	42.3657564	3/7/2012 12:05:40 AM	-71.1042727	true	1	340	1	0	1331096729943	3/7/2012 5:05:40 AM	2277
6663	1_1_var0	1331096740	165	1331096729943	42.3462957	3/7/2012 12:05:40 AM	-71.0872475	true	1	340	16	0	1331096729943	3/7/2012 5:05:40 AM	2201
6664	1_0_var0	1331096740	327	1331096729943	42.3420517	3/7/2012 12:05:40 AM	-71.0839269	true	1	340	1	0	1331096729943	3/7/2012 5:05:40 AM	2210
6665	1_0_var0	1331096740	217	1331096729943	42.3297976	3/7/2012 12:05:40 AM	-71.0836954	true	1	340	16	0	1331096729943	3/7/2012 5:05:40 AM	2256
6666	1_1_var0	1331096755	156	1331096759999	42.3723489	3/7/2012 12:05:55 AM	-71.1152265	true	1	355	1	0	1331096759999	3/7/2012 5:05:55 AM	2249
6666	1_1_var0	1331096770	156	1331096759999	42.3723489	3/7/2012 12:06:10 AM	-71.1152265	true	1	370	1	0	1331096759999	3/7/2012 5:06:10 AM	2249
6667	1_1_var0	1331096785	161	1331096775031	42.3436417	3/7/2012 12:06:25 AM	-71.0860101	true	1	385	16	0	1331096775031	3/7/2012 5:06:25 AM	2201
6668	1_0_var0	1331096785	217	1331096775031	42.3297976	3/7/2012 12:06:25 AM	-71.0836954	true	1	385	16	0	1331096775031	3/7/2012 5:06:25 AM	2256
6669	1_0_var0	1331096800	310	1331096790070	42.3664599	3/7/2012 12:06:40 AM	-71.1053905	true	1	400	16	0	1331096790070	3/7/2012 5:06:40 AM	2277
6670	1_0_var0	1331096800	312	1331096790070	42.3431883	3/7/2012 12:06:40 AM	-71.0855719	true	1	400	16	0	1331096790070	3/7/2012 5:06:40 AM	2210
6669	1_0_var0	1331096815	310	1331096790070	42.3664599	3/7/2012 12:06:55 AM	-71.1053905	true	1	415	16	0	1331096790070	3/7/2012 5:06:55 AM	2277
6670	1_0_var0	1331096815	312	1331096790070	42.3431883	3/7/2012 12:06:55 AM	-71.0855719	true	1	415	16	0	1331096790070	3/7/2012 5:06:55 AM	2210
6671	1_1_var0	1331096830	108	1331096820126	42.3708592	3/7/2012 12:07:10 AM	-71.1156837	true	1	430	16	0	1331096820126	3/7/2012 5:07:10 AM	2249
6672	1_0_var0	1331096845	289	1331096850193	42.3676157	3/7/2012 12:07:25 AM	-71.1071816	true	1	445	1	0	1331096850193	3/7/2012 5:07:25 AM	2277
6673	1_1_var0	1331096845	133	1331096850193	42.3429845	3/7/2012 12:07:25 AM	-71.0853025	true	1	445	16	0	1331096850193	3/7/2012 5:07:25 AM	2201
6674	1_0_var0	1331096845	339	1331096850193	42.3461081	3/7/2012 12:07:25 AM	-71.0871873	true	1	445	1	0	1331096850193	3/7/2012 5:07:25 AM	2210
6675	1_0_var0	1331096845	217	1331096850193	42.3297976	3/7/2012 12:07:25 AM	-71.0836954	true	1	445	16	0	1331096850193	3/7/2012 5:07:25 AM	2256
6672	1_0_var0	1331096860	289	1331096850193	42.3676157	3/7/2012 12:07:40 AM	-71.1071816	true	1	460	1	0	1331096850193	3/7/2012 5:07:40 AM	2277
6673	1_1_var0	1331096860	133	1331096850193	42.3429845	3/7/2012 12:07:40 AM	-71.0853025	true	1	460	16	0	1331096850193	3/7/2012 5:07:40 AM	2201
6674	1_0_var0	1331096860	339	1331096850193	42.3461081	3/7/2012 12:07:40 AM	-71.0871873	true	1	460	1	0	1331096850193	3/7/2012 5:07:40 AM	2210
6675	1_0_var0	1331096860	217	1331096850193	42.3297976	3/7/2012 12:07:40 AM	-71.0836954	true	1	460	16	0	1331096850193	3/7/2012 5:07:40 AM	2256
6672	1_0_var0	1331096875	289	1331096850193	42.3676157	3/7/2012 12:07:55 AM	-71.1071816	true	1	475	1	0	1331096850193	3/7/2012 5:07:55 AM	2277
6673	1_1_var0	1331096875	133	1331096850193	42.3429845	3/7/2012 12:07:55 AM	-71.0853025	true	1	475	16	0	1331096850193	3/7/2012 5:07:55 AM	2201
6674	1_0_var0	1331096875	339	1331096850193	42.3461081	3/7/2012 12:07:55 AM	-71.0871873	true	1	475	1	0	1331096850193	3/7/2012 5:07:55 AM	2210
6675	1_0_var0	1331096875	217	1331096850193	42.3297976	3/7/2012 12:07:55 AM	-71.0836954	true	1	475	16	0	1331096850193	3/7/2012 5:07:55 AM	2256
6676	1_1_var0	1331096890	115	1331096880262	42.3698267	3/7/2012 12:08:10 AM	-71.1124946	true	1	490	16	0	1331096880262	3/7/2012 5:08:10 AM	2249
6677	1_0_var0	1331096905	296	1331096910347	42.3691501	3/7/2012 12:08:25 AM	-71.1105305	true	1	505	1	0	1331096910347	3/7/2012 5:08:25 AM	2277
6678	1_1_var0	1331096905	136	1331096910347	42.3423212	3/7/2012 12:08:25 AM	-71.0843107	true	1	505	16	0	1331096910347	3/7/2012 5:08:25 AM	2201
6679	1_0_var0	1331096905	350	1331096910347	42.3475866	3/7/2012 12:08:25 AM	-71.0878395	true	1	505	1	0	1331096910347	3/7/2012 5:08:25 AM	2210
6680	1_0_var0	1331096905	217	1331096910347	42.3297976	3/7/2012 12:08:25 AM	-71.0836954	true	1	505	16	0	1331096910347	3/7/2012 5:08:25 AM	2256
6677	1_0_var0	1331096920	296	1331096910347	42.3691501	3/7/2012 12:08:40 AM	-71.1105305	true	1	520	1	0	1331096910347	3/7/2012 5:08:40 AM	2277
6678	1_1_var0	1331096920	136	1331096910347	42.3423212	3/7/2012 12:08:40 AM	-71.0843107	true	1	520	16	0	1331096910347	3/7/2012 5:08:40 AM	2201
6679	1_0_var0	1331096920	350	1331096910347	42.3475866	3/7/2012 12:08:40 AM	-71.0878395	true	1	520	1	0	1331096910347	3/7/2012 5:08:40 AM	2210
6680	1_0_var0	1331096920	217	1331096910347	42.3297976	3/7/2012 12:08:40 AM	-71.0836954	true	1	520	16	0	1331096910347	3/7/2012 5:08:40 AM	2256
6681	1_1_var0	1331096935	132	1331096940386	42.3410141	3/7/2012 12:08:55 AM	-71.0824182	true	1	535	1	0	1331096940386	3/7/2012 5:08:55 AM	2201
6682	1_1_var0	1331096935	136	1331096940386	42.3672736	3/7/2012 12:08:55 AM	-71.1068137	true	1	535	1	0	1331096940386	3/7/2012 5:08:55 AM	2249
6681	1_1_var0	1331096950	132	1331096940386	42.3410141	3/7/2012 12:09:10 AM	-71.0824182	true	1	550	1	0	1331096940386	3/7/2012 5:09:10 AM	2201
6682	1_1_var0	1331096950	136	1331096940386	42.3672736	3/7/2012 12:09:10 AM	-71.1068137	true	1	550	1	0	1331096940386	3/7/2012 5:09:10 AM	2249
6683	1_0_var0	1331096965	315	1331096955422	42.3708369	3/7/2012 12:09:25 AM	-71.1138657	true	1	565	16	0	1331096955422	3/7/2012 5:09:25 AM	2277
6684	1_0_var0	1331096965	217	1331096955422	42.3297976	3/7/2012 12:09:25 AM	-71.0836954	true	1	565	16	0	1331096955422	3/7/2012 5:09:25 AM	2256
6685	1_1_var0	1331096980	142	1331096985914	42.3395105	3/7/2012 12:09:40 AM	-71.0805977	true	1	580	0	0	1331096985914	3/7/2012 5:09:40 AM	2201
6686	1_0_var0	1331096980	339	1331096985914	42.3483984	3/7/2012 12:09:40 AM	-71.0883025	true	1	580	15	0	1331096985914	3/7/2012 5:09:40 AM	2210
6687	1_1_var0	1331096995	290	1331097000966	42.3730399	3/7/2012 12:09:55 AM	-71.1174484	true	1	595	0	0	1331097000966	3/7/2012 5:09:55 AM	2277
6688	1_1_var0	1331096995	128	1331097000966	42.3656413	3/7/2012 12:09:55 AM	-71.1041879	true	1	595	0	0	1331097000966	3/7/2012 5:09:55 AM	2249
6689	1_0_var0	1331097010	217	1331097015972	42.3297976	3/7/2012 12:10:10 AM	-71.0836954	true	1	610	0	0	1331097015972	3/7/2012 5:10:10 AM	2256
6689	1_0_var0	1331097025	217	1331097015972	42.3297976	3/7/2012 12:10:25 AM	-71.0836954	true	1	625	0	0	1331097015972	3/7/2012 5:10:25 AM	2256
6690	1_0_var0	1331097040	340	1331097031015	42.355995	3/7/2012 12:10:40 AM	-71.0919356	true	1	640	15	0	1331097031015	3/7/2012 5:10:40 AM	2210
6690	1_0_var0	1331097056	340	1331097031015	42.355995	3/7/2012 12:10:56 AM	-71.0919356	true	1	656	15	0	1331097031015	3/7/2012 5:10:56 AM	2210
6691	1_1_var0	1331097070	290	1331097061092	42.3731224	3/7/2012 12:11:10 AM	-71.117732	true	1	670	15	0	1331097061092	3/7/2012 5:11:10 AM	2277
6692	1_1_var0	1331097070	136	1331097061092	42.3378553	3/7/2012 12:11:10 AM	-71.0786714	true	1	670	15	0	1331097061092	3/7/2012 5:11:10 AM	2201
6693	1_1_var0	1331097070	129	1331097061092	42.3643218	3/7/2012 12:11:10 AM	-71.1020112	true	1	670	15	0	1331097061092	3/7/2012 5:11:10 AM	2249
6694	1_0_var0	1331097085	217	1331097076099	42.3297976	3/7/2012 12:11:25 AM	-71.0836954	true	1	685	15	0	1331097076099	3/7/2012 5:11:25 AM	2256
6695	1_0_var0	1331097100	335	1331097091148	42.358858	3/7/2012 12:11:40 AM	-71.0933572	true	1	700	15	0	1331097091148	3/7/2012 5:11:40 AM	2210
6696	1_1_var0	1331097115	290	1331097121214	42.3731224	3/7/2012 12:11:55 AM	-71.117732	true	1	715	0	0	1331097121214	3/7/2012 5:11:55 AM	2277
6697	1_1_var0	1331097115	141	1331097121214	42.3363304	3/7/2012 12:11:55 AM	-71.076811	true	1	715	15	0	1331097121214	3/7/2012 5:11:55 AM	2201
6698	1_0_var0	1331097115	314	1331097121214	42.3598756	3/7/2012 12:11:55 AM	-71.0943032	true	1	715	0	0	1331097121214	3/7/2012 5:11:55 AM	2210
6699	1_1_var0	1331097115	220	1331097121214	42.3626625	3/7/2012 12:11:55 AM	-71.099222	true	1	715	0	0	1331097121214	3/7/2012 5:11:55 AM	2249
6700	1_1_var0	1331097130	138	1331097136231	42.3356567	3/7/2012 12:12:10 AM	-71.0759777	true	1	730	0	0	1331097136231	3/7/2012 5:12:10 AM	2201
6700	1_1_var0	1331097145	138	1331097136231	42.3356567	3/7/2012 12:12:25 AM	-71.0759777	true	1	745	0	0	1331097136231	3/7/2012 5:12:25 AM	2201
6701	1_0_var0	1331097160	11	1331097166316	42.3305356	3/7/2012 12:12:40 AM	-71.0831105	true	1	760	0	0	1331097166316	3/7/2012 5:12:40 AM	2256
6702	1_1_var0	1331097175	290	1331097181347	42.3731224	3/7/2012 12:12:55 AM	-71.117732	true	1	775	0	0	1331097181347	3/7/2012 5:12:55 AM	2277
6703	1_1_var0	1331097175	119	1331097181347	42.3606136	3/7/2012 12:12:55 AM	-71.0957917	true	1	775	0	0	1331097181347	3/7/2012 5:12:55 AM	2249
6702	1_1_var0	1331097190	290	1331097181347	42.3731224	3/7/2012 12:13:10 AM	-71.117732	true	1	790	0	0	1331097181347	3/7/2012 5:13:10 AM	2277
6703	1_1_var0	1331097190	119	1331097181347	42.3606136	3/7/2012 12:13:10 AM	-71.0957917	true	1	790	0	0	1331097181347	3/7/2012 5:13:10 AM	2249
6702	1_1_var0	1331097206	290	1331097181347	42.3731224	3/7/2012 12:13:26 AM	-71.117732	true	1	806	0	0	1331097181347	3/7/2012 5:13:26 AM	2277
6703	1_1_var0	1331097206	119	1331097181347	42.3606136	3/7/2012 12:13:26 AM	-71.0957917	true	1	806	0	0	1331097181347	3/7/2012 5:13:26 AM	2249
6704	1_0_var0	1331097221	128	1331097211405	42.3327111	3/7/2012 12:13:41 AM	-71.0806714	true	1	821	15	0	1331097211405	3/7/2012 5:13:41 AM	2256
6704	1_0_var0	1331097236	128	1331097211405	42.3327111	3/7/2012 12:13:56 AM	-71.0806714	true	1	836	15	0	1331097211405	3/7/2012 5:13:56 AM	2256
6705	1_1_var0	1331097251	290	1331097256510	42.3731224	3/7/2012 12:14:11 AM	-71.117732	true	1	851	15	0	1331097256510	3/7/2012 5:14:11 AM	2277
6706	1_1_var0	1331097251	221	1331097256510	42.333041	3/7/2012 12:14:11 AM	-71.0741544	true	1	851	0	0	1331097256510	3/7/2012 5:14:11 AM	2201
6707	1_0_var0	1331097251	310	1331097256510	42.3625507	3/7/2012 12:14:11 AM	-71.0988198	true	1	851	15	0	1331097256510	3/7/2012 5:14:11 AM	2210
6708	1_1_var0	1331097251	160	1331097256510	42.3578193	3/7/2012 12:14:11 AM	-71.0929991	true	1	851	0	0	1331097256510	3/7/2012 5:14:11 AM	2249
6709	1_0_var0	1331097266	52	1331097271540	42.3319164	3/7/2012 12:14:26 AM	-71.0758253	true	1	866	0	0	1331097271540	3/7/2012 5:14:26 AM	2256
6709	1_0_var0	1331097281	52	1331097271540	42.3319164	3/7/2012 12:14:41 AM	-71.0758253	true	1	881	0	0	1331097271540	3/7/2012 5:14:41 AM	2256
6710	1_1_var0	1331097296	290	1331097301617	42.3731224	3/7/2012 12:14:56 AM	-71.117732	true	1	896	0	0	1331097301617	3/7/2012 5:14:56 AM	2277
6711	1_0_var0	1331097296	299	1331097301617	42.3629707	3/7/2012 12:14:56 AM	-71.099438	true	1	896	0	0	1331097301617	3/7/2012 5:14:56 AM	2210
6712	1_1_var0	1331097311	214	1331097316636	42.3326006	3/7/2012 12:15:11 AM	-71.0747231	true	1	911	0	0	1331097316636	3/7/2012 5:15:11 AM	2201
6713	1_1_var0	1331097311	161	1331097316636	42.3512709	3/7/2012 12:15:11 AM	-71.0897351	true	1	911	0	0	1331097316636	3/7/2012 5:15:11 AM	2249
6714	1_0_var0	1331097326	47	1331097331683	42.3334239	3/7/2012 12:15:26 AM	-71.0735575	true	1	926	0	0	1331097331683	3/7/2012 5:15:26 AM	2256
6714	1_0_var0	1331097341	47	1331097331683	42.3334239	3/7/2012 12:15:41 AM	-71.0735575	true	1	941	0	0	1331097331683	3/7/2012 5:15:41 AM	2256
6714	1_0_var0	1331097356	47	1331097331683	42.3334239	3/7/2012 12:15:56 AM	-71.0735575	true	1	956	0	0	1331097331683	3/7/2012 5:15:56 AM	2256
6715	1_1_var0	1331097371	290	1331097361750	42.3731224	3/7/2012 12:16:11 AM	-71.117732	true	1	971	15	0	1331097361750	3/7/2012 5:16:11 AM	2277
6716	1_0_var0	1331097371	307	1331097361750	42.3640697	3/7/2012 12:16:11 AM	-71.1012698	true	1	971	15	0	1331097361750	3/7/2012 5:16:11 AM	2210
6717	1_1_var0	1331097386	299	1331097376785	42.331935	3/7/2012 12:16:26 AM	-71.0790458	true	1	986	15	0	1331097376785	3/7/2012 5:16:26 AM	2201
6718	1_1_var0	1331097386	160	1331097376785	42.3486649	3/7/2012 12:16:26 AM	-71.0884112	true	1	986	15	0	1331097376785	3/7/2012 5:16:26 AM	2249
6719	1_0_var0	1331097401	47	1331097391819	42.3334239	3/7/2012 12:16:41 AM	-71.0735575	true	1	1001	15	0	1331097391819	3/7/2012 5:16:41 AM	2256
6719	1_0_var0	1331097416	47	1331097391819	42.3334239	3/7/2012 12:16:56 AM	-71.0735575	true	1	1016	15	0	1331097391819	3/7/2012 5:16:56 AM	2256
6720	1_1_var0	1331097431	290	1331097421907	42.3731224	3/7/2012 12:17:11 AM	-71.117732	true	1	1031	14	0	1331097421907	3/7/2012 5:17:11 AM	2277
6721	1_0_var0	1331097431	298	1331097421907	42.3655301	3/7/2012 12:17:11 AM	-71.1037954	true	1	1031	14	0	1331097421907	3/7/2012 5:17:11 AM	2210
6722	1_1_var0	1331097446	306	1331097436915	42.3327298	3/7/2012 12:17:26 AM	-71.0807425	true	1	1046	14	0	1331097436915	3/7/2012 5:17:26 AM	2201
6723	1_0_var0	1331097446	320	1331097436915	42.3368735	3/7/2012 12:17:26 AM	-71.0773345	true	1	1046	14	0	1331097436915	3/7/2012 5:17:26 AM	2256
6724	1_1_var0	1331097461	215	1331097451966	42.3321913	3/7/2012 12:17:41 AM	-71.0815134	true	1	1061	14	0	1331097451966	3/7/2012 5:17:41 AM	2201
6725	1_0_var0	1331097461	320	1331097451966	42.3370352	3/7/2012 12:17:41 AM	-71.0775281	true	1	1061	14	0	1331097451966	3/7/2012 5:17:41 AM	2256
6726	1_1_var0	1331097476	217	1331097466999	42.37363	3/7/2012 12:17:56 AM	-71.118788	true	1	1076	14	0	1331097466999	3/7/2012 5:17:56 AM	2277
6727	1_0_var0	1331097476	307	1331097466999	42.3660074	3/7/2012 12:17:56 AM	-71.1045895	true	1	1076	14	0	1331097466999	3/7/2012 5:17:56 AM	2210
6728	1_1_var0	1331097476	158	1331097466999	42.3472206	3/7/2012 12:17:56 AM	-71.0877062	true	1	1076	14	0	1331097466999	3/7/2012 5:17:56 AM	2249
6729	1_1_var0	1331097491	237	1331097482045	42.3303121	3/7/2012 12:18:11 AM	-71.0839722	true	1	1091	14	0	1331097482045	3/7/2012 5:18:11 AM	2201
6730	1_1_var0	1331097491	165	1331097482045	42.3458419	3/7/2012 12:18:11 AM	-71.0870544	true	1	1091	14	0	1331097482045	3/7/2012 5:18:11 AM	2249
6729	1_1_var0	1331097506	237	1331097482045	42.3303121	3/7/2012 12:18:26 AM	-71.0839722	true	1	1106	14	0	1331097482045	3/7/2012 5:18:26 AM	2201
6730	1_1_var0	1331097506	165	1331097482045	42.3458419	3/7/2012 12:18:26 AM	-71.0870544	true	1	1106	14	0	1331097482045	3/7/2012 5:18:26 AM	2249
6731	1_0_var0	1331097521	314	1331097512102	42.3405257	3/7/2012 12:18:41 AM	-71.0814539	true	1	1121	14	0	1331097512102	3/7/2012 5:18:41 AM	2256
6732	1_1_var0	1331097536	86	1331097527142	42.3759201	3/7/2012 12:18:56 AM	-71.1176592	true	1	1136	14	0	1331097527142	3/7/2012 5:18:56 AM	2277
6733	1_0_var0	1331097536	32	1331097527142	42.3683977	3/7/2012 12:18:56 AM	-71.1085097	true	1	1136	14	0	1331097527142	3/7/2012 5:18:56 AM	2210
6734	1_0_var0	1331097551	217	1331097542185	42.3298204	3/7/2012 12:19:11 AM	-71.0835711	true	1	1151	14	0	1331097542185	3/7/2012 5:19:11 AM	2201
6735	1_1_var0	1331097551	161	1331097542185	42.3435675	3/7/2012 12:19:11 AM	-71.0859739	true	1	1151	14	0	1331097542185	3/7/2012 5:19:11 AM	2249
6734	1_0_var0	1331097566	217	1331097542185	42.3298204	3/7/2012 12:19:26 AM	-71.0835711	true	1	1166	14	0	1331097542185	3/7/2012 5:19:26 AM	2201
6735	1_1_var0	1331097566	161	1331097542185	42.3435675	3/7/2012 12:19:26 AM	-71.0859739	true	1	1166	14	0	1331097542185	3/7/2012 5:19:26 AM	2249
6736	1_0_var0	1331097581	327	1331097572254	42.342197	3/7/2012 12:19:41 AM	-71.0838513	true	1	1181	14	0	1331097572254	3/7/2012 5:19:41 AM	2256
6737	1_1_var0	1331097596	191	1331097587283	42.3739658	3/7/2012 12:19:56 AM	-71.1146609	true	1	1196	14	0	1331097587283	3/7/2012 5:19:56 AM	2277
6738	1_0_var0	1331097596	319	1331097587283	42.3700886	3/7/2012 12:19:56 AM	-71.1128859	true	1	1196	14	0	1331097587283	3/7/2012 5:19:56 AM	2210
6739	1_0_var0	1331097611	217	1331097602331	42.3297953	3/7/2012 12:20:11 AM	-71.083539	true	1	1211	14	0	1331097602331	3/7/2012 5:20:11 AM	2201
6740	1_0_var0	1331097611	319	1331097602331	42.3700886	3/7/2012 12:20:11 AM	-71.1128859	true	1	1211	14	0	1331097602331	3/7/2012 5:20:11 AM	2210
6741	1_1_var0	1331097611	221	1331097602331	42.3424975	3/7/2012 12:20:11 AM	-71.0845796	true	1	1211	14	0	1331097602331	3/7/2012 5:20:11 AM	2249
6742	1_0_var0	1331097626	315	1331097617341	42.3707286	3/7/2012 12:20:26 AM	-71.113719	true	1	1226	14	0	1331097617341	3/7/2012 5:20:26 AM	2210
6743	1_0_var0	1331097641	317	1331097632383	42.3709154	3/7/2012 12:20:41 AM	-71.1139568	true	1	1241	14	0	1331097632383	3/7/2012 5:20:41 AM	2210
6744	1_1_var0	1331097641	132	1331097632383	42.3409344	3/7/2012 12:20:41 AM	-71.0821774	true	1	1241	14	0	1331097632383	3/7/2012 5:20:41 AM	2249
6745	1_1_var0	1331097656	186	1331097647426	42.372016	3/7/2012 12:20:56 AM	-71.1156893	true	1	1256	14	0	1331097647426	3/7/2012 5:20:56 AM	2277
6746	1_0_var0	1331097671	217	1331097662464	42.3297953	3/7/2012 12:21:11 AM	-71.083539	true	1	1271	14	0	1331097662464	3/7/2012 5:21:11 AM	2201
6747	1_1_var0	1331097671	290	1331097662464	42.373033	3/7/2012 12:21:11 AM	-71.1173842	true	1	1271	14	0	1331097662464	3/7/2012 5:21:11 AM	2210
6746	1_0_var0	1331097686	217	1331097662464	42.3297953	3/7/2012 12:21:26 AM	-71.083539	true	1	1286	14	0	1331097662464	3/7/2012 5:21:26 AM	2201
6747	1_1_var0	1331097686	290	1331097662464	42.373033	3/7/2012 12:21:26 AM	-71.1173842	true	1	1286	14	0	1331097662464	3/7/2012 5:21:26 AM	2210
